	Name_neighbourhood_group	neighbourhood_group	Name_neighbourhood	neighbourhood	Name_room_type	room_type	Name_bed_type	bed_type	Name_risk_rating	risk_rating	Name_cancellation_policy	cancellation_policy	neighbourhood_group	neighbourhood	room_type
1052	Central Region	0	Newton	20	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	20	2
1053	Central Region	0	Orchard	22	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	22	2
1054	Central Region	0	Orchard	22	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	22	2
1055	Central Region	0	Orchard	22	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	22	2
1056	Central Region	0	Orchard	22	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	22	2
1057	Central Region	0	Newton	20	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	20	2
1058	Central Region	0	Novena	21	Private room	2	Real Bed	4	High risk	0	flexible	0	0	21	2
1059	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	flexible	0	0	11	2
1062	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	4	0
1063	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
1064	East Region	1	Bedok	1	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	1	1	0
1065	Central Region	0	Newton	20	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	20	0
1066	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
1067	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
1068	Central Region	0	Novena	21	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	2
1069	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	0	18	0
1070	Central Region	0	Bukit Timah	6	Private room	2	Real Bed	4	High risk	0	flexible	0	0	6	2
1071	Central Region	0	Rochor	29	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	29	2
1072	Central Region	0	Bukit Timah	6	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	6	0
1073	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
1074	Central Region	0	Singapore River	33	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	33	0
1075	Central Region	0	River Valley	28	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	28	2
1076	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
1077	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
1078	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	28	0
1079	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	flexible	0	1	1	2
1080	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	27	0
1081	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	28	0
1082	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	moderate	1	0	4	2
1083	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	21	0
1084	Central Region	0	River Valley	28	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	28	2
1085	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	28	0
1086	North-East Region	3	Punggol	26	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	3	26	0
1087	East Region	1	Bedok	1	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	1	1	0
1088	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	0	11	0
1089	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	flexible	0	0	23	2
1090	East Region	1	Pasir Ris	24	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	24	0
1091	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	27	0
1092	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	0
1093	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	27	2
1094	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	flexible	0	0	15	2
1095	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	2
1096	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
1097	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	23	0
1098	Central Region	0	Kallang	15	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	15	2
1099	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	23	0
1100	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	23	0
1101	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
1102	Central Region	0	Kallang	15	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	15	2
1103	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
1104	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	flexible	0	0	4	2
1105	West Region	4	Clementi	9	Private room	2	Real Bed	4	High risk	0	flexible	0	4	9	2
1106	West Region	4	Bukit Batok	3	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	4	3	0
1107	North Region	2	Woodlands	40	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	2	40	2
1108	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	Medium risk	2	moderate	1	3	12	2
1109	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	Medium risk	2	moderate	1	3	12	2
1110	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	21	0
1111	North-East Region	3	Punggol	26	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	3	26	2
1112	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	23	0
1114	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	2
1115	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
1116	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	flexible	0	0	15	2
1117	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	3	12	2
1118	East Region	1	Pasir Ris	24	Private room	2	Real Bed	4	High risk	0	moderate	1	1	24	2
1119	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	21	0
1120	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	10	2
1122	East Region	1	Bedok	1	Entire home/apt	0	Real Bed	4	Medium risk	2	moderate	1	1	1	0
1123	Central Region	0	Newton	20	Private room	2	Real Bed	4	High risk	0	flexible	0	0	20	2
1124	West Region	4	Bukit Batok	3	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	4	3	0
1126	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	27	0
1127	Central Region	0	Bishan	2	Private room	2	Real Bed	4	High risk	0	moderate	1	0	2	2
1128	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	flexible	0	0	4	2
1129	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	0
1130	West Region	4	Bukit Panjang	5	Private room	2	Real Bed	4	High risk	0	flexible	0	4	5	2
1131	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	2
1132	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	flexible	0	1	1	2
1133	Central Region	0	Kallang	15	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	3
1134	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	2
1135	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	0
1136	West Region	4	Clementi	9	Private room	2	Real Bed	4	High risk	0	flexible	0	4	9	2
1137	West Region	4	Jurong East	13	Private room	2	Real Bed	4	High risk	0	flexible	0	4	13	2
1138	Central Region	0	Newton	20	Private room	2	Real Bed	4	High risk	0	flexible	0	0	20	2
1139	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
1140	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	flexible	0	1	1	2
1141	North-East Region	3	Sengkang	31	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	3	31	0
1142	North-East Region	3	Ang Mo Kio	0	Private room	2	Airbed	0	High risk	0	moderate	1	3	0	2
1143	West Region	4	Jurong West	14	Entire home/apt	0	Real Bed	4	Low risk	1	flexible	0	4	14	0
1144	Central Region	0	Novena	21	Private room	2	Real Bed	4	High risk	0	flexible	0	0	21	2
1145	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	flexible	0	0	11	2
1146	Central Region	0	Kallang	15	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	15	2
1147	West Region	4	Bukit Panjang	5	Private room	2	Real Bed	4	High risk	0	flexible	0	4	5	2
1148	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
1149	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	0
1150	Central Region	0	Kallang	15	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	15	2
1151	Central Region	0	Kallang	15	Shared room	3	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	3
1152	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	28	0
1153	Central Region	0	Kallang	15	Shared room	3	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	3
1155	Central Region	0	Kallang	15	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	3
1156	Central Region	0	Kallang	15	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	3
1157	Central Region	0	Kallang	15	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	3
1158	Central Region	0	Kallang	15	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	3
1159	Central Region	0	Kallang	15	Hotel room	1	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	1
1160	Central Region	0	Kallang	15	Hotel room	1	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	1
1161	Central Region	0	Kallang	15	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	3
1162	Central Region	0	Kallang	15	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	3
1163	Central Region	0	Kallang	15	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	3
1164	Central Region	0	Kallang	15	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	3
1165	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	flexible	0	0	11	2
1166	Central Region	0	Tanglin	37	Private room	2	Real Bed	4	High risk	0	flexible	0	0	37	2
1167	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	Low risk	1	flexible	0	0	27	2
1168	Central Region	0	Kallang	15	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	1
1169	Central Region	0	Kallang	15	Private room	2	Real Bed	4	Medium risk	2	moderate	1	0	15	2
1170	North Region	2	Woodlands	40	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	2	40	0
1171	Central Region	0	Kallang	15	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	2
1172	North-East Region	3	Sengkang	31	Private room	2	Real Bed	4	Low risk	1	moderate	1	3	31	2
1173	Central Region	0	Outram	23	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	1
1174	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	2
1175	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	4	0
1176	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	29	0
1177	West Region	4	Choa Chu Kang	8	Private room	2	Real Bed	4	High risk	0	flexible	0	4	8	2
1178	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
1179	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	28	0
1180	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	moderate	1	0	23	2
1182	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	flexible	0	0	4	2
1183	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
1184	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	flexible	0	0	27	2
1185	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	3	12	2
1186	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	15	0
1188	North-East Region	3	Ang Mo Kio	0	Private room	2	Couch	1	High risk	0	flexible	0	3	0	2
1189	Central Region	0	Tanglin	37	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	37	2
1190	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	flexible	0	0	27	2
1191	Central Region	0	Newton	20	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	20	2
1192	Central Region	0	Newton	20	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	20	2
1193	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	29	0
1194	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	29	0
1195	North Region	2	Woodlands	40	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	2	40	0
1196	Central Region	0	Novena	21	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	2
1198	North-East Region	3	Ang Mo Kio	0	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	0	2
1199	Central Region	0	Bukit Timah	6	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	6	2
1200	Central Region	0	Tanglin	37	Private room	2	Real Bed	4	High risk	0	flexible	0	0	37	2
1201	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	flexible	0	0	27	2
1202	North-East Region	3	Sengkang	31	Private room	2	Real Bed	4	Low risk	1	moderate	1	3	31	2
1203	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
1204	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
1205	West Region	4	Bukit Batok	3	Shared room	3	Real Bed	4	High risk	0	flexible	0	4	3	3
1206	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	29	0
1207	Central Region	0	Geylang	11	Shared room	3	Real Bed	4	High risk	0	flexible	0	0	11	3
1208	Central Region	0	Tanglin	37	Private room	2	Real Bed	4	High risk	0	flexible	0	0	37	2
1209	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	29	0
1210	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
1211	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
1212	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
1213	West Region	4	Jurong West	14	Private room	2	Real Bed	4	High risk	0	flexible	0	4	14	2
1214	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	flexible	0	0	27	2
1215	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
1216	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	0	15	0
1217	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	0	15	0
1218	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	moderate	1	0	4	2
1219	North-East Region	3	Serangoon	32	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	32	0
1220	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	38	0
1221	Central Region	0	Bishan	2	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	2	2
1222	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	flexible	0	0	4	2
1223	Central Region	0	Rochor	29	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	29	2
1224	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	10	0
1225	Central Region	0	Toa Payoh	38	Private room	2	Real Bed	4	High risk	0	flexible	0	0	38	2
1226	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
1227	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	flexible	0	0	4	2
1230	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	29	0
1231	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	0	15	0
1232	East Region	1	Tampines	36	Private room	2	Real Bed	4	High risk	0	flexible	0	1	36	2
1233	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	11	0
1234	East Region	1	Bedok	1	Shared room	3	Pull-out Sofa	3	High risk	0	flexible	0	1	1	3
1235	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	15	0
1236	North Region	2	Sembawang	30	Private room	2	Real Bed	4	High risk	0	flexible	0	2	30	2
1237	North-East Region	3	Serangoon	32	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	3	32	2
1238	North Region	2	Yishun	41	Private room	2	Real Bed	4	High risk	0	flexible	0	2	41	2
1239	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	flexible	0	0	15	2
1241	North-East Region	3	Ang Mo Kio	0	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	3	0	0
1242	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
1243	Central Region	0	Rochor	29	Shared room	3	Real Bed	4	Medium risk	2	flexible	0	0	29	3
1244	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	21	0
1245	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
1246	Central Region	0	Bishan	2	Private room	2	Real Bed	4	High risk	0	moderate	1	0	2	2
1247	North-East Region	3	Hougang	12	Entire home/apt	0	Real Bed	4	Low risk	1	flexible	0	3	12	0
1248	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
1249	East Region	1	Pasir Ris	24	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	1	24	0
1250	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	flexible	0	0	11	2
1251	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	flexible	0	0	11	2
1252	West Region	4	Jurong West	14	Private room	2	Real Bed	4	High risk	0	flexible	0	4	14	2
1253	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
1254	North-East Region	3	Serangoon	32	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	32	0
1255	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	10	0
1256	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
1257	North-East Region	3	Sengkang	31	Private room	2	Real Bed	4	High risk	0	flexible	0	3	31	2
1258	Central Region	0	Toa Payoh	38	Private room	2	Real Bed	4	High risk	0	flexible	0	0	38	2
1259	Central Region	0	Novena	21	Private room	2	Real Bed	4	High risk	0	flexible	0	0	21	2
1260	Central Region	0	Bishan	2	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	2	0
